Character,Line,Season,Episode
HOUSE,exactly something changed last two month thinking amount blood cut let start bloodwork collect send clotting study pt ptt factor protein cns whole shebang,01,06
WILSON,walking away good luck,01,06
LUKE,coming sandwich hand pickle cold,01,06
CAMERON,reuben thats way like,01,06
HOUSE,everyone luke,01,06
CAMERON,standing shake hand allison cameron nice,01,06
HOUSE,yeah yeah yeah save busy luke give u another half hour mom need test luke walk away nice kid take psych med way know whats physical side know might get guy walk away house opening wrapper munching sandwich cameron hanging back worry pickle,01,06
CAMERON,happy birthday,01,06
HOUSE,chewing ok whose,01,06
CAMERON,going mail form happy birthday,01,06
HOUSE,oh,01,06
LUCY,blood mine,01,06
FOREMAN,test dr house said lucy spit face one aide press call button help,01,06
LUCY,gonna steal sell blood blood blood nurse aide come hold thrashing patient,01,06
FOREMAN,haldol milligram stat,01,06
LUCY,,01,06
HOUSE,entering exam room good news lab say strep done,01,06
MOM,wait second,01,06
HOUSE,really strep boy lab sure theyre hard drinker theyre pro know plus kid actually none symptom strep figured quicker running test arguing point go,01,06
MOM,wanted ask opinion doctor birthday party next week upset getting sugarless cake,01,06
DAUGHTER,kid hate,01,06
HOUSE,,01,06
MOM,sugar leading cause obesity america,01,06
HOUSE,want doctor scare danger sugar,01,06
MOM,need get weight control,01,06
HOUSE,close door know come girl feel sorry kid wendy mom like mom know sugar cause heart disease appendicitis athlete foot,01,06
MOM,thats fair,01,06
HOUSE,oh yes get want slim little wear pretty clothes like love bracelet hey matching outfit could twin cant daughter impossible look way young leaving happy birthday get kid damned ice cream cake,01,06
LUKE,drugged,01,06
HOUSE,actually ive taken medication,01,06
LUKE,guy foreman gave haldol,01,06
HOUSE,needed blood test assume way get,01,06
LUKE,knocked,01,06
HOUSE,look cane know use,01,06
LUKE,hired work,01,06
HOUSE,ok go bos walk away,01,06
LUKE,calling haldol change say make soul numb give,01,06
LUKE,reading rag enough know name pleased remembering lucy coughing ok,01,06
LUCY,old day,01,06
LUKE,old day though young men praise old men blame among poor old young gave praise lucy cough blood spatter page luke turn begin vomit lot blood,01,06
LUKE,running door help somebody help,01,06
HOUSE,said psych med curious word understand,01,06
FOREMAN,haldol nothing bleed know used purely chemical restraint,01,06
HOUSE,oh great thats good hear experience pesky little side effect get motif pure,01,06
FOREMAN,side effect rare,01,06
HOUSE,passing increased confusion depression thats gonna happen thats gonna screw diagnosis cause used restrain relieved,01,06
FOREMAN,spit face,01,06
HOUSE,must frightening,01,06
FOREMAN,supposed tie,01,06
HOUSE,yeah anything give drug thats basically point,01,06
CHASE,clotting study pretty fast promise date entire lab,01,06
CAMERON,save emergency told bled two unit happened die,01,06
CHASE,itd happened home would died er doc gonna send home,01,06
HOUSE,turn best judgment good enough idea next time use mine,01,06
CAMERON,think theyre choosing movie,01,06
HOUSE,patient bleed,01,06
CAMERON,clotting study far normal,01,06
HOUSE,cover ear want spoil ending everything normal except prolonged pt time mean,01,06
FOREMAN,usually mean whoever drew blood right,01,06
HOUSE,oh thats right cause drew blood precise knew tube purely pt study,01,06
FOREMAN,thats right,01,06
HOUSE,right trust result two reason good doctor b five milligram iv haldol make spectacularly cooperative patient prolonged pt time make think got vitamin k deficiency,01,06
CAMERON,vitamin k would explain bleed clot,01,06
HOUSE,without vitamin k protein c work without protein c clot clotting thinning time,01,06
CAMERON,another drug interacting heparin antibiotic like ampicillin would,01,06
HOUSE,clever ampicillin,01,06
CAMERON,looking note two month ago complained sore throat got ampicillin,01,06
HOUSE,refused take,01,06
CAMERON,said take everybody lie except schizophrenic child,01,06
CHASE,likely malnourishment scurvy plague,01,06
HOUSE,gee wish idea cool way one,01,06
CHASE,alcohol simple cause immobility explains dvt also cause cirrhosis explains bleed prolonged pt time let ultrasound liver,01,06
HOUSE,three theory check place ampicillin diet ultrasound liver let find right bleeds death,01,06
CHASE,pull credit card wallet open door struggle open door,01,06
FOREMAN,house say kid sensitive think take good care find anything let know first place whats point make old foreman pulling key pocket lift key kid backpack chase take go,01,06
CHASE,look like luke sleep living room,01,06
FOREMAN,nothing lay clothes,01,06
CHASE,enough organization enough list think control uncontrollable fix med fix clothes maybe even fix,01,06
FOREMAN,pick psych rotation,01,06
FOREMAN,finding strongbox trifluo perazine thorazine foziril whew tried everything ampicillin shake bottle never touched go camerons theory,01,06
CHASE,oh god hope vitamin k deficiency,01,06
CHASE,groan damn,01,06
FOREMAN,breakfast lunch dinner house right,01,06
LUKE,thats thing shell eat,01,06
HOUSE,ah problem cant actually live stuff,01,06
LUKE,checked looked box nutritional value solid,01,06
HOUSE,yeah vitamin c k thats mom got sick,01,06
LUKE,whats plan,01,06
HOUSE,load vitamin k,01,06
LUKE,thats,01,06
HOUSE,check take home couple day oh god upset something gonna open,01,06
LUKE,fault,01,06
HOUSE,go ok gonna say done good job taking care mother eat else could gosh kid fulltime job,01,06
LUKE,shut able take care mom almost klled,01,06
HOUSE,good example time take express ridiculous selfcentered teenage idea envy schedule chomp pickle,01,06
LUKE,mom like either,01,06
HOUSE,smart woman,01,06
LUKE,got sick like bossy wa always telling right way never thought id miss lifting backpack wrist pain ah,01,06
HOUSE,get looked,01,06
CHASE,still buy vitamin k deficiency,01,06
FOREMAN,house right usually make happy le work u,01,06
CHASE,kid feed mum steady diet booze problem many burger,01,06
FOREMAN,kid tough situation gotta survive,01,06
CHASE,feeding alcohol alcoholic survival technique,01,06
FOREMAN,come work,01,06
CHASE,yeah right rich possibly understand kid going drinking pricier stuff mean problem,01,06
FOREMAN,seen someone stagger road,01,06
CHASE,way vitamin k whole story,01,06
HOUSE,putting xray lightbox broken pointing see right epiphyseal plate otherwise known growth plate,01,06
LUKE,whats wrong,01,06
HOUSE,amazing thing bone know read tell old someone really exactly old,01,06
LUKE,great,01,06
HOUSE,even fifteen almost though two week away maybe month,01,06
LUKE,last week fifteen last week,01,06
HOUSE,walking desk sitting happy birthday u gonna lie though go big go way need crazy mom help buy vodka,01,06
LUKE,great thanks tip take notebook bring mom home anything need know taking care,01,06
HOUSE,suppose biggest worry booze basically mom child welfare let kid get away need nice foster home would make sad,01,06
LUKE,theyd put someplace life working,01,06
HOUSE,word id use year old kid theyre supposed know theyre huffing glue catching crab,01,06
LUKE,turn ill sue thats privileged information,01,06
HOUSE,oh relax even xray,01,06
CAMERON,awfully calm,01,06
CHASE,house write new order,01,06
CAMERON,little bit scarring much enough con,01,06
CHASE,cirrhosis drink,01,06
CAMERON,congratulation win,01,06
CAMERON,actually one win,01,06
CHASE,tumor cystic,01,06
CAMERON,solid mass cancer,01,06
WILSON,vitamin k caused dvt aggravated liver tumor real reason bleed tumor problem,01,06
WILSON,mr palmeiro dr wilson afraid bad news ultrasound cancer,01,06
FOREMAN,big five point eight centimeter,01,06
CHASE,nothing dy liver failure within day,01,06
CAMERON,need transplant,01,06
HOUSE,sarcastically thats gonna happen,01,06
CAMERON,year old mother,01,06
HOUSE,schizophrenic mother money public dole fact knock back vodka every time breeze blow way,01,06
FOREMAN,mickey mantle whole bar named got transplant,01,06
HOUSE,yeah lucy cant switchhit plan b surgery resect tumor,01,06
CHASE,joe bergen knife thing laser cauterizes cut save liver,01,06
WILSON,tumor way big even consider,01,06
FOREMAN,big risk taker bergen even drink milk expiration date,01,06
WILSON,discretion five point eight centimeter past surgical guideline,01,06
HOUSE,would,01,06
CAMERON,say zero need tumor grow shrink,01,06
HOUSE,one doe,01,06
WILSON,ninety five percent ethanol ethanol dehydrates tumor cell literally suck dry shrink tumor temporarily,01,06
CAMERON,temporarily,01,06
WILSON,lucky long enough fool surgeon,01,06
CUDDY,good morning dr house,01,06
HOUSE,good morning dr cuddy love outfit say professional still woman actually sorta yell second part,01,06
CUDDY,yeah big cane real subtle,01,06
HOUSE,gotta go walk away running nose gonna start walking,01,06
CUDDY,clinic wait,01,06
HOUSE,stop long maybe could catch movie,01,06
CUDDY,know doctor secret,01,06
HOUSE,believe came running mommy,01,06
CUDDY,matter point know exactly,01,06
HOUSE,realizes bluffing idea talking,01,06
CUDDY,walking somebody know bad thing thats big field somebody think might told narrow quite bit someone view maternal authority figure young person perhaps think gonna get presumably hospital business many patient,01,06
HOUSE,cameron found birthday thought told id stand smile gave sweatshirt fruit basket know made feel deep sense belonging,01,06
CUDDY,actually gonna remind owe six clinic hour week,01,06
HOUSE,oops walk away cuddy walk pick phone,01,06
CUDDY,hi dr cuddy need chart dr house current patient throw birthday card wastebasket,01,06
PATIENT,hiccup ive tried everything,01,06
HOUSE,um hmm reading chart pulling tongue icepacks throat hitting groin pinch certainly covered normal medical base uh hitting though open hand fist,01,06
PATIENT,open hand,01,06
HOUSE,thats teach harvard med hard though,01,06
HOUSE,sorry missed could could patient slap thats thats good cuddy hiccup,01,06
CUDDY,need speak,01,06
HOUSE,mmhhmmm need go peepee patient dial notch repeat ill back leaf cuddy follows patient slap,01,06
HOUSE,ooh girl boy bathroom dramatic must important say dry hand face paper towel,01,06
CUDDY,yesterday patient tumor centimeter today happen,01,06
HOUSE,guess id say dr house must really really good wasting hiccup wash walk urinal,01,06
CUDDY,also requisitioned cc ethanol patient planning party,01,06
HOUSE,shoulder favor,01,06
HOUSE,gonna say leave work,01,06
CUDDY,shrunk tumor,01,06
HOUSE,way get guy surgery,01,06
CUDDY,fraud fraud way reason guideline,01,06
HOUSE,know save life specifically doctor life life lifestyle wanna operate anyone really sick might die spoil stats,01,06
CUDDY,bergen right know operating,01,06
HOUSE,true got focused right live forgot think right,01,06
CAMERON,really know,01,06
HOUSE,frankly angry guessing correct response course ill know better tell talking,01,06
CAMERON,birthday,01,06
HOUSE,oh anger bad guess normally id put festive hat celebrate fact earth circled sun one time really think gonna make year darnit little planet could,01,06
CAMERON,birthday excuse happy think thats lame,01,06
HOUSE,buy pony,01,06
CAMERON,waiting surgery,01,06
HOUSE,yeah go scrub,01,06
BERGEN,right done close bergen cameron begin stripping glove mask tumor walk bar order double shot ethanol someone shrunk,01,06
CAMERON,sorry wrong,01,06
BERGEN,house lucky close try thats happens,01,06
CAMERON,ill pas,01,06
CHASE,look like surgeon got gonna chemotherapy,01,06
LUKE,taking note kind,01,06
CHASE,luke stop writing sits table luke stop second gonna fall apart give break fact mum gonna extra drink every,01,06
LUKE,,01,06
CHASE,fine thing cant fix thats saying,01,06
LUKE,thats handle something like give,01,06
CHASE,id like infusion hand pamphlet gonna drain abdomen gonna check possible infection,01,06
WYETH,entering room guy lucas palmeiro trina wyeth child service state new jersey,01,06
CHASE,standing help private room,01,06
WYETH,year old minor tough living situation help,01,06
LUKE,need help,01,06
CHASE,,01,06
WYETH,lucas gonna come u right,01,06
CHASE,taking,01,06
WYETH,determination made hell housed childrens service,01,06
LUKE,wanna housed live mom,01,06
WYETH,next day luke stand go lucy bed come let make difficult huh,01,06
LUKE,mom mom love,01,06
LUCY,mets lost remember,01,06
LUKE,yeah remember,01,06
LUCY,love close eye luke pick backpack walk cry tear streaming face,01,06
WILSON,cuddy say anything pushing bergen finish surgery,01,06
HOUSE,word kind mind game waiting crack,01,06
WILSON,either nice,01,06
HOUSE,yeah luke storm past followed child service rep,01,06
LUKE,said call real bstrd know,01,06
HOUSE,staring yeah get lot think mom crazy reading lucy old day though young men praise old men blame among poor old young gave praise snap book shut wake called social service,01,06
LUCY,,01,06
HOUSE,ok ok get hell easier time dealing system sure real mother real mother sick someone need take care,01,06
LUCY,gonna live,01,06
HOUSE,would future taking chemo back bus even cancer complete remission hell still mother hears voice,01,06
LUCY,talk talk,01,06
HOUSE,look limpie said checked phone record one call room smart charge two buck call social service state new jersey mother anymore good,01,06
WILSON,schizophrenic make rational decision,01,06
HOUSE,small stuff yeah sleep drink lemonade ill take hemlock got,01,06
WILSON,man socrates,01,06
HOUSE,giving son better sane rational selfsacrifice symptom schizophrenia excludes diagnosis,01,06
WILSON,schizophrenic,01,06
HOUSE,year old first present,01,06
WILSON,little late within parameter,01,06
HOUSE,internist sends shrink one shrink sends next tell crazy drug work would head case got clearer took psych med pause office door think crazy,01,06
WILSON,yeah thats problem leave office,01,06
HOUSE,like walk,01,06
HOUSE,picking telephone dr jeffrey walter hi name greg house doctor oh time yeah sorry watch must stopped listen treated patient eighteen month ago woman named lucille palmeiro wondered recalled running test fade walter hang try using terrible english accent oh terribly foolish doctor late yes calling london see must got time mixed another hangup,01,06
HOUSE,headache symptom go see three doctor neurologist tell aneurysm immunologist say got hay fever intensivist cant bothered sends shrink tell punishing cause wanna sleep mommy,01,06
FOREMAN,maybe getting enough sleep,01,06
HOUSE,pick specialist pick disease schizophrenia else present psych symptom,01,06
CAMERON,prophyria,01,06
CHASE,madness king george,01,06
CAMERON,copper thing whats called genetic body accumulates much copper,01,06
CHASE,oh uh wilson disease,01,06
HOUSE,rare nice like,01,06
FOREMAN,u fire u,01,06
HOUSE,thats funny thought encouraged question,01,06
FOREMAN,questioning hoping want wilson boom give couple drug ok,01,06
